,user,Date,text,likes
106,@gauravfire,"Jan 13, 2023 · 2:58 PM UTC",#Paytm look at his smile after making Indian retailers fool,0
107,@kannababuga,"Jan 13, 2023 · 2:44 PM UTC",#INDvsNZ tickets 🎟 opened in @Paytm …   #paytm #indiacricket @BCCI @ICC,0
108,@sakshinews,"Jan 13, 2023 · 2:43 PM UTC",Uppal stadium: భారత్‌- న్యూజిలాండ్‌ తొలి వన్డే.. ఆన్‌లైన్‌లో టికెట్స్ https://www.sakshi.com/telugu-news/sports/india-vs-new-zealand-1st-odi-ticket-booking-1517720 #Uppalstadium #IndiaVsNewZealand #Paytm #onedaymatch,3
109,@OyeOakter,"Jan 13, 2023 · 1:47 PM UTC","We are super proud to announce our expansion into Electronic Design & Manufacturing Services for #IoT , #consumerelectronics , #ev, #audiosound Devices, and #GPS tracking markets. We are currently shipping Products for #Paytm , #Carvaan , #sony , #google #oakter #madeinindia",8
110,@UnlistedXChange,"Jan 13, 2023 · 1:39 PM UTC",Paytm down 75% from IPO price. Is this a good entry point for new investors?  https://www.moneycontrol.com/news/business/stocks/paytm-down-75-from-ipo-price-is-this-a-good-entry-point-for-new-investors-9860111.html #PayTM #One97 #VijayShekharSharma @AnilSinghvi_ #IPOs #DRHP #SEBI #UnlistedShares #Unlisted #Stockstobuy #shares,2
111,@gquotesforlife,"Jan 13, 2023 · 1:38 PM UTC",#Paytm is the good business to study since its IPO. See how narrative kept on changing from IPO to till today.,0
112,@imsimran,"Jan 13, 2023 · 1:17 PM UTC",#Deepindustries hit a stop loss this week with 4% gain. While #Paytm barely survived hitting the stop loss. Holding it.  Crazy volatility.😅. Though I am slightly bullish here still.  #Nifty50 #StockMarketIndia,0
113,@MoneycontrolH,"Jan 13, 2023 · 12:56 PM UTC","इस कंपनी के शेयर अपने IPO प्राइस से अबतक करीब 75% नीचे पहुंचे, क्या निवेशकों के लिए खरीदारी का सही समय?  @Paytm #Paytm #One97Communications #stockmarkets #sharemarket #stocktobuy #LatestNews #moneycontrol https://hindi.moneycontrol.com/news/markets/paytm-down-75-percent-from-ipo-price-is-this-a-good-entry-point-for-new-investors-999091.html",1
114,@TechStoryin,"Jan 13, 2023 · 12:30 PM UTC",#Alibaba divests 3.1% of its stake in India's #Paytm for $125million.  #india #china https://techstory.in/alibaba-divests-3-1-of-its-stake-in-indias-paytm-for-125million/,0
115,@shraddhamrkt,"Jan 13, 2023 · 12:23 PM UTC","#Paytm down 75% from #IPO price. Is this a good entry point for new #investors?.  Paytm has come to a level where it is looking interesting, but investing in the company still comes with a lot of ifs and buts.",11
116,@startupstorym,"Jan 13, 2023 · 12:04 PM UTC",Alibaba Group sells a $125 million block deal stake in Paytm  @AlibabaGroup @Paytm #alibaba #paytm #startupnews https://startupstorymedia.com/insights-alibaba-sells-a-125-million-block-deal-stake-in-paytm/,0
117,@dellyranksindia,"Jan 13, 2023 · 11:53 AM UTC",Paytm is expected to be a key beneficiary of India's latest UPI incentive scheme: Morgan Stanley #digitalpayments #MorganStanley #paytm #UPI https://dellyranks.com/paytm-is-expected-to-be-a-key-beneficiary-of-indias-latest-upi-incentive-scheme-morgan-stanley/?feed_id=300516&_unique_id=63c1462a3df1a https://tinyurl.com/2nwctw2k,0
118,@dhanamonline,"Jan 13, 2023 · 11:39 AM UTC",പേടിഎം ഓഹരി; അലിബാബ വിറ്റപ്പോള്‍ മോര്‍ഗന്‍ സ്റ്റാന്‍ലി വാങ്ങി. ഇതോടെ ഓഹരി വില ഉയർന്നു. മോര്‍ഗന്‍ സ്റ്റാന്‍ലിക്ക് പുറമെ യുഎസ് ആസ്ഥാനമായ  ഗിസല്ലോ മാസ്റ്റര്‍ ഫണ്ടും പേടിഎമ്മില്‍ നിക്ഷേപം നടത്തി. https://bit.ly/3IHPfiU #paytm #share #alibaba #MorganStanly #shareprice #dhanamonline,0
119,@TechStoryin,"Jan 13, 2023 · 11:30 AM UTC",#Alibaba sells 3.1% shares of #Paytm via block deal.  #jackma #stocks https://techstory.in/alibaba-sells-3-1-shares-of-paytm-via-block-deal/,0
120,@HugasJiuxs,"Jan 13, 2023 · 11:22 AM UTC",#Alibaba sells #Paytm stake worth $125 mln via block deal - source https://www.reuters.com/markets/deals/alibaba-sells-paytm-stake-worth-125-mln-via-block-deal-source-2023-01-12/,0
121,@businessprime24,"Jan 13, 2023 · 11:21 AM UTC",পেটিএমের শেয়ার বিক্রি করল চিনা সংস্থা আলিবাবা। ALIBABA SOLD PAYTM SHARE 3.1% | BPN . . #trendingnews #alibaba #paytm #paytmsharetarget #viralnews #businessprimenews #shorts #shortsvideo,0
122,@FCIBANG,"Jan 13, 2023 · 11:20 AM UTC","PayTM making interesting pattern, need a strong breakout to start the uptrend, volume has been good this week..  #Watchlist #PayTM #Stocks #Breakout",4
123,@businessprime24,"Jan 13, 2023 · 11:20 AM UTC",পেটিএমের শেয়ার বিক্রি করল আলিবাবা | ALIBABA SOLD PAYTM SHARE 3.1% | BPN . . #trendingnews #alibaba #paytm #paytmsharetarget #viralnews #businessprimenews #shorts #shortsvideo,0
124,@SystematixGrp,"Jan 13, 2023 · 11:15 AM UTC",#TopGainers and #TopLosers: 13th January 2023 - #BSE200  Join our Telegram channel here: t.me/systematixgroup  Disclaimer: https://bit.ly/3uEcdQa #nifty50 #BSE #stocks #stockstobuy #CGPOWER #CholaFin #IRFC #Paytm #LTTS #VBL #BATAINDIA #GUJGAS,1
125,@HarshitJoshi_10,"Jan 13, 2023 · 11:09 AM UTC",Babu ji after investing in #zomato #paytm #nykaa and upcoming new scam #mamaearth #indian #stockmarkets #StockMarketindia,3
126,@MrCeleb9,"Jan 13, 2023 · 10:54 AM UTC","@Paytm @Paytmcare boycott these apps and use other upi apps they are asking for screenshots when I am complaining about my issues related to payment and cashback, they restricted us to capture screenshots on #Paytm app and they are asking for screenshots",0
127,@TarakRindani,"Jan 13, 2023 · 10:54 AM UTC",#China 🇭🇰-based #eCommerce giant #Alibaba is said to have pared its stake in digital #payments firm #Paytm and #FoodDelivery firm #Zomato by half  Alibaba showing signs of #India 🇮🇳 #startup fatigue: https://www.bloomberg.com/news/articles/2023-01-12/alibaba-pares-its-stake-by-half-in-paytm-as-stock-tumbles,0
128,@politics_socio,"Jan 13, 2023 · 10:47 AM UTC",Mee peru యెక్కడో vinnam... Ohhhh... Maaaaji అధికారం leni HM gaaraaa... నమస్కారం...   Meeru kooda #Paytm ku ాలవాటుపడ్డార..,0
129,@Aartive72346703,"Jan 13, 2023 · 10:36 AM UTC",Power of #paytm❤ paytm rocks 🤙,0
130,@dhanamonline,"Jan 13, 2023 · 10:35 AM UTC",പേടിഎം ഓഹരി; അലിബാബ വിറ്റപ്പോള്‍ മോര്‍ഗന്‍ സ്റ്റാന്‍ലി വാങ്ങി #paytm #morganstanley #alibaba https://dhanamonline.com/investment/morgan-stanley-buys-stake-in-paytm-despite-profit-booking-by-alibaba-1191087?utm_campaign=pubshare&utm_source=Twitter&utm_medium=397077052&utm_content=auto-link&utm_id=12697,0
131,@Atulmaharaj,"Jan 13, 2023 · 9:49 AM UTC",Why don't you give this blog post a read?   Is PayTM KYC A Scam? My Awful Experience #Finance #Paytm #PersonalFinance #Socialmaharaj #Blogger https://socialmaharaj.com/2023/01/13/paytm-kyc-scam-awful-experience/,0
132,@vccircle,"Jan 13, 2023 · 9:42 AM UTC",Morgan Stanley Picks Up #Stake In #Paytm After Alibaba's Divestment https://bit.ly/3II5fl1,4
133,@marketsday,"Jan 13, 2023 · 9:31 AM UTC","Shares of One 97 Communications, #Paytm's parent, rebounded over 3 per cent in Friday's trade after a sharp fall in the previous session.",1
134,@business_today,"Jan 13, 2023 · 9:27 AM UTC","Shares of One 97 Communications, #Paytm's parent, rebounded over 3 per cent in Friday's trade after a sharp fall in the previous session.   ✍️@prashuntalukdar https://www.businesstoday.in/markets/company-stock/story/paytm-shares-rebound-3-whats-next-rs-450-or-rs-600-360124-2023-01-13",2
135,@NewsblareMedia,"Jan 13, 2023 · 9:27 AM UTC","There was a big movement for #Paytmshareholders on Thursday as a block deal took place where 2,59,930 shares were sold at Rs 535.90 worth Rs 13.93 crore.  See report;  https://newsblare.com/investing/stocks-and-funds/cheers-to-paytm-shareholders-as-alibaba-consolidates-india-exit-after-selling-stock-in-bigbasket-zomato-paytm/ #Paytm #paytmshare #paytmstock #alibaba #bigbasket #chineseinvestors #stocknews #zomato",0
136,@vprakash568,"Jan 13, 2023 · 9:26 AM UTC","There was a big movement for #Paytmshareholders on Thursday as a block deal took place where 2,59,930 shares were sold at Rs 535.90 worth Rs 13.93 crore.  See report;  https://newsblare.com/investing/stocks-and-funds/cheers-to-paytm-shareholders-as-alibaba-consolidates-india-exit-after-selling-stock-in-bigbasket-zomato-paytm/ #Paytm #paytmshare #paytmstock #alibaba #bigbasket #chineseinvestors #stocknews #zomato",0
137,@dailysamvad,"Jan 13, 2023 · 9:26 AM UTC","75% टूट चुका है पेटीएम, एक्सपर्ट्स अभी भी लगा रहे दांव https://dailysamvad.com/2023/01/13/paytm-share-price-paytm-has-broken-75-experts-are-still-betting/ @Paytm #Paytm",0
138,@Divya_Bhaskar,"Jan 13, 2023 · 9:16 AM UTC","અલીબાબાએ Paytmમાં પોતાની 3.1% ભાગીદારી વેચી : બલ્ક ડીલમાં કંપનીએ રૂ.1,125 કરોડના શેર વેચ્યા, Paytm ના શેર 6%થી વધુ ગગડ્યા #India | #China | #Paytm | #Alibaba https://www.divyabhaskar.co.in/business/news/paytm-shares-tumble-over-6-as-company-sells-shares-worth-rs-1125-crore-in-bulk-deal-130794164.html",3
139,@bmwnewsktr,"Jan 13, 2023 · 9:13 AM UTC",#Alibaba #अलीबाबा #Paytm #पेटीएम #equity #हिस्सेदारी #sold #बेचा #bulkdeal #बल्कडील #share #शेयर #fell #गिरा #Katihar #कटिहार #KatiharKiJanta #katiharsehai #bihar #बिहार #biharnews,0
140,@LokeshK38248810,"Jan 13, 2023 · 9:00 AM UTC",How #Paytm  make fool him No prop customercare response No proper care of customer No share priceup No one likes Paytm just using because they have #Paytm  app I loss my 4686.21₹  on 2january 2023 just because Paytm glitch. Txr faild from University site but nothing getting back,0
141,@themukulagrawal,"Jan 13, 2023 · 8:40 AM UTC",Morgan stanley buys paytm shares despite stake sale by alibaba #Paytm #StockMarket,47
142,@moneycontrolcom,"Jan 13, 2023 · 8:38 AM UTC",Shares of #Paytm tanked over 6 percent on January 12 on a part-stake sale by #Alibaba Group.  The Paytm stock is down 75% from its Initial Public Offering (#IPO) price. Does this make a good entry point for new investors? Read On 👇🏻  https://www.moneycontrol.com/news/business/stocks/paytm-down-75-from-ipo-price-is-this-a-good-entry-point-for-new-investors-9860111.html  ✍️ @N_Mahalakshmi_,8
143,@WealthXplorer,"Jan 13, 2023 · 8:38 AM UTC",#Paytm down 75% from IPO price. Is this a good entry point for new investors? https://ift.tt/mM6t8FD,0
144,@YourStory_Hindi,"Jan 13, 2023 · 8:38 AM UTC","सॉफ्टबैंक के बाद अब अलीबाबा ने दिया Paytm को झटका, बेची आधी हिस्सेदारी  #Alibaba #Paytm #Softbank https://yourstory.com/hindi/alibaba-is-learnt-to-have-sold-almost-half-of-its-direct-shareholding-in-one97-communications-paytm",0
145,@DikshaDhanraj,"Jan 13, 2023 · 8:25 AM UTC","Algo Tracker :    Most Active : ONE97 COMMUNICATIONS LTD (PAYTM), adding to Upside At Price : 559.1  For Tracking Purposes!!!  Private Telegram Access - send direct message (DM)   #Nifty #StockMarkets #nifty50 #stocks #NiftyBank #StocksToBuy #OptionsTrading #StockMarket #PAYTM",0
146,@streetwhacks,"Jan 13, 2023 · 8:25 AM UTC","Algo Tracker :    Most Active : ONE97 COMMUNICATIONS LTD (PAYTM), adding to Upside At Price : 559.1  For Tracking Purposes!!!  Private Telegram Access - send direct message (DM)   #Nifty #StockMarkets #nifty50 #stocks #NiftyBank #StocksToBuy #OptionsTrading #StockMarket #PAYTM",0
147,@adityagupta0110,"Jan 13, 2023 · 8:20 AM UTC",I request @Paytm @Paytmcare 3258361694 to assist with given ticket number. Not getting proper response from your side. #Paytm #PaytmMoney,0
148,@MoneycontrolH,"Jan 13, 2023 · 8:19 AM UTC","#MarketsWithMC  - Paytm के शेयरों में आज अच्छी तेजी, जानिए क्या है वजह    @BSEIndia @NSEIndia @Paytm #Paytm #shareprice #StockMarket #stocks #StocksToWatch #StocksToBuy #StocksToTrade #market #moneycontrol https://hindi.moneycontrol.com/news/markets/morgan-stanley-ghisallo-master-fund-buy-paytm-shares-paytm-share-price-jumps-one97-communications-998081.html",0
149,@BWBusinessworld,"Jan 13, 2023 · 8:17 AM UTC",.@Paytm Shares Plunge As @AlibabaGroup Sells Stake Worth $125 Mn  Read: https://www.businessworld.in/article/Paytm-Shares-Plunge-As-Alibaba-Sells-Stake-Worth-125-Mn/13-01-2023-461567/ #paytm #alibaba #paytmshares,0
150,@prepp_in,"Jan 13, 2023 · 8:15 AM UTC",Alibaba sells Paytm stake worth $125 million via block deal  #alibaba #sells #paytm #stake #worth @prepp_in #Current_Affairs https://prepp.in/news/e-1552-alibaba-sells-paytm-stake-worth-125-million-via-block-deal-current-affairs,0
151,@ZeeNewsEnglish,"Jan 13, 2023 · 8:12 AM UTC",Big movement in #Paytm stock as #Alibaba seems to be making an exit from India  https://zeenews.india.com/companies/cheers-for-paytm-shareholders-as-alibaba-consolidates-india-exit-after-selling-stock-in-bigbasket-zomato-paytm-2561064.html,4
152,@SwastikaInvest,"Jan 13, 2023 · 7:49 AM UTC",📱 Alibaba Group sells Paytm stake worth $125 million through a block deal  #Paytm #BusinessNews #Alibaba #stakes #business #finance #startup #fintech,5
153,@nimish_x,"Jan 13, 2023 · 7:48 AM UTC",It’s hard to differentiate between bots and dumb employees 😂😂😂 #paytm,0
154,@kalyan_sj,"Jan 13, 2023 · 7:46 AM UTC",మీ కన్నా ప్రమాదకరమైన వాళ్ళు ఎవరు ఉన్నారు #paytm కూలి,2
155,@EarshotPodcasts,"Jan 13, 2023 · 7:41 AM UTC","In this edition of Market Minutes, N Mahalakshmi talks about the odds of #Paytm beating the market over the next one year on @moneycontrolcom https://www.earshot.in/series/moneycontrol-markets-podcast-english/market-minutes-episode-71-paytm-–-time-to-nibble--english",0
156,@indstartupnews,"Jan 13, 2023 · 7:33 AM UTC","India's leading digital payments and financial services company Paytm will be a key beneficiary of India's Unified Payments Interface (UPI) incentive scheme, said brokerage firm Morgan Stanley.  #Fintech #Paytm #DigitalPayments #Payments #UPI #MorganStanley #Government",1
157,@DekhReview,"Jan 13, 2023 · 7:19 AM UTC",Answer 2 Questions & Get ₹20 Paytm Cashback - Paytm Loot Offer Multiple Accounts Multiple Cashback | @DekhReview  ⭐⭐ Answer & Earn Rs.10 X 2 Paytm Cash : https://offerofworld.com/paytm-magic-code-loot/ #Paytm #Cashback #PaytmCashback #paytmlootofferstoday #paytmoffer #survey,0
158,@AmesBelles,"Jan 13, 2023 · 7:19 AM UTC",I have a #Paytm joke but you to scan the QR Code.,0
159,@JacksonKrishna,"Jan 13, 2023 · 7:17 AM UTC",Answer 2 Questions & Get ₹20 Paytm Cashback - Paytm Loot Offer Multiple Accounts Multiple Cashback | @DekhReview  ⭐⭐ Answer & Earn Rs.10 X 2 Paytm Cash : https://offerofworld.com/paytm-magic-code-loot/ #Paytm #Cashback #PaytmCashback #paytmlootofferstoday #paytmoffer #survey,2
160,@Anant36949384,"Jan 13, 2023 · 7:07 AM UTC",@RBI @RBIsays   Please take action on @paytm as they took my double payment for paytm postpaid and adjusted the same as prepaid payment for next month bill (which is yet to come).Serious illegal things going on with #paytm postpaid. #illegal #fraud #SCAM #ScamAlert,1
161,@Anant36949384,"Jan 13, 2023 · 7:05 AM UTC",@RBI @RBIsays Please take action on @paytm as they took my double payment for paytm postpaid and adjusted the same as prepaid payment for next month bill (which is yet to come). Also there are serious illegal things going on with #paytm postpaid. #illegal #fraud #SCAM #ScamAlert,0
